price,area,bedrooms,bathrooms,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,parking,prefarea,area_log,furnishingstatus_furnished,furnishingstatus_semi-furnished,furnishingstatus_unfurnished,price_log
0.5481920919662305,1.1521187452974808,3.0,1.0,4.0,True,True,True,True,False,1,True,0.14160263447675178,0,0,1,-0.6011295206712928
0.5481920919662305,1.1521187452974808,3.0,1.0,4.0,True,True,True,True,False,1,True,0.14160263447675178,0,0,1,-0.6011295206712928
0.01,0.01,3.0,3.0,1.0,True,True,True,True,True,3,False,-4.605170185988091,0,0,1,-4.605170185988091
0.01,0.1865582870945198,4.0,4.0,2.0,True,True,True,True,False,0,False,-1.6790115573881044,0,1,0,-4.605170185988091
1.466565046861202,0.01,4.0,2.0,1.0,True,True,True,True,False,0,True,-4.605170185988091,1,0,0,0.38292296362470535
0.01,0.01,3.0,2.0,2.0,True,True,True,True,True,1,False,-4.605170185988091,1,0,0,-4.605170185988091
0.01,0.01,3.0,1.0,1.0,True,True,True,True,True,1,True,-4.605170185988091,0,1,0,-4.605170185988091
0.01,0.01,3.0,3.0,1.0,True,True,True,True,False,0,True,-4.605170185988091,1,0,0,-4.605170185988091
0.01,0.01,3.0,3.0,1.0,True,True,True,True,False,0,True,-4.605170185988091,1,0,0,-4.605170185988091
0.01,0.01,4.0,1.0,1.0,True,True,True,True,False,0,True,-4.605170185988091,1,0,0,-4.605170185988091
0.01,0.01,4.0,2.0,4.0,True,True,True,True,True,0,False,-4.605170185988091,0,0,1,-4.605170185988091
0.5801279091872683,1.4572071098813588,4.0,4.0,1.0,True,True,True,True,True,3,False,0.3765216652793742,0,0,1,-0.5445066666740204
0.01,0.01,3.0,4.0,1.0,True,True,True,True,True,3,False,-4.605170185988091,0,1,0,-4.605170185988091
0.2130964007690819,0.7536247038754231,3.0,3.0,3.0,True,True,True,True,True,1,False,-0.28286077510623475,0,0,1,-1.546010629888423
0.580982551969885,0.01,3.0,3.0,3.0,True,True,True,True,True,2,False,-4.605170185988091,0,0,1,-0.5430345536140665
0.01,1.0603711573972567,3.0,2.0,4.0,True,True,True,True,True,3,False,0.05861899532427812,1,0,0,-4.605170185988091
0.01,0.01,3.0,1.0,4.0,True,True,True,True,False,3,True,-4.605170185988091,0,0,1,-4.605170185988091
0.7601511327943217,0.01,5.0,4.0,4.0,True,True,True,True,False,0,False,-4.605170185988091,1,0,0,-0.27423800653168146
0.01,0.01,4.0,3.0,3.0,True,True,True,True,False,0,False,-4.605170185988091,0,0,1,-4.605170185988091
0.7201402326334082,0.01,4.0,1.0,2.0,True,True,True,True,True,3,False,-4.605170185988091,0,0,1,-0.3283093183903719
1.1538937500488808,0.01,5.0,1.0,2.0,True,True,True,True,False,1,True,-4.605170185988091,0,1,0,0.14314209283227713
0.01,0.01,4.0,2.0,1.0,True,True,True,True,False,1,False,-4.605170185988091,0,0,1,-4.605170185988091
0.01,0.01,5.0,4.0,2.0,True,True,True,True,False,0,True,-4.605170185988091,1,0,0,-4.605170185988091
0.01,0.8782577223784385,4.0,3.0,2.0,True,True,True,True,False,1,False,-0.12981519495890198,0,0,1,-4.605170185988091
0.2264930437825866,0.1647267827447677,5.0,2.0,2.0,True,True,True,True,True,3,True,-1.8034670396894876,0,1,0,-1.4850410463073243
