price,area,bedrooms,bathrooms,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,parking,prefarea,area_log,furnishingstatus_furnished,furnishingstatus_semi-furnished,furnishingstatus_unfurnished,price_log
0.5481920919662305,1.1521187452974808,3.0,1.0,4.0,True,True,True,True,False,1,True,0.766452819818811,0,0,1,0.4370878578864179
0.5481920919662305,1.1521187452974808,3.0,1.0,4.0,True,True,True,True,False,1,True,0.766452819818811,0,0,1,0.4370878578864179
-1.423343193824987,-1.599479847240265,3.0,3.0,1.0,True,True,True,True,True,3,False,,0,0,1,
-1.5118497890800044,0.18655828709451983,4.0,4.0,2.0,True,True,True,True,False,0,False,0.17105692092476688,0,1,0,
1.466565046861202,-0.9823944141643598,4.0,2.0,1.0,True,True,True,True,False,0,True,-4.039539050266454,1,0,0,0.9028265134749541
-0.6642085031054343,-0.1287549592734191,3.0,2.0,2.0,True,True,True,True,True,1,False,-0.13783200905952225,1,0,0,-1.0912648565932936
-1.1481059552672006,-1.1656132418084821,3.0,1.0,1.0,True,True,True,True,True,1,True,,0,1,0,
-0.6327187906335646,-0.7046645170567537,3.0,3.0,1.0,True,True,True,True,False,0,True,-1.2196433384827845,1,0,0,-1.0016274862823915
-0.6327187906335646,-0.7046645170567537,3.0,3.0,1.0,True,True,True,True,False,0,True,-1.2196433384827845,1,0,0,-1.0016274862823915
-0.5153204560906486,-0.7101914801832732,4.0,1.0,1.0,True,True,True,True,False,0,True,-1.238534850574187,1,0,0,-0.7242673406332231
-0.5257651770205132,-0.2906949788804412,4.0,2.0,4.0,True,True,True,True,True,0,False,-0.34346963182049844,0,0,1,-0.7460526728309397
0.5801279091872683,1.4572071098813588,4.0,4.0,1.0,True,True,True,True,True,3,False,0.8990253837925256,0,0,1,0.45750579894399684
-3.1388190494331814,-0.35453140299174174,3.0,4.0,1.0,True,True,True,True,True,3,False,-0.43777871897526954,0,1,0,
0.21309640076908198,0.7536247038754231,3.0,3.0,3.0,True,True,True,True,True,1,False,0.5616849051925314,0,0,1,0.19317609982065592
0.580982551969885,-1.3433051063260848,3.0,3.0,3.0,True,True,True,True,True,2,False,,0,0,1,0.45804652209425806
-1.6317328096798003,1.0603711573972567,3.0,2.0,4.0,True,True,True,True,True,3,False,0.7228861400660092,1,0,0,
-1.4032080211793116,-0.11438485514446833,3.0,1.0,4.0,True,True,True,True,False,3,True,-0.12147279649688426,0,0,1,
0.7601511327943217,-0.8782111592294668,5.0,4.0,4.0,True,True,True,True,False,0,False,-2.1054665471931906,1,0,0,0.5653996762692298
-0.41100062143748817,-1.3643075662068591,4.0,3.0,3.0,True,True,True,True,False,0,False,,0,0,1,-0.529330150403243
0.7201402326334082,-1.3250661280085705,4.0,1.0,2.0,True,True,True,True,True,3,False,,0,0,1,0.5424058181027417
1.1538937500488808,-0.9655371766284753,5.0,1.0,2.0,True,True,True,True,False,1,True,-3.3678741193893464,0,1,0,0.7672772507064851
-0.6130085914594652,-1.167547678902764,4.0,2.0,1.0,True,True,True,True,False,1,False,,0,0,1,-0.9493527863524391
-0.18553986818786466,-0.21165940617121198,5.0,4.0,2.0,True,True,True,True,False,0,True,-0.2378250568358153,1,0,0,-0.20522980018943135
0.002590722255385826,0.8782577223784385,4.0,3.0,2.0,True,True,True,True,False,1,False,0.6303446037339575,0,0,1,0.00258737211941727
0.2264930437825866,0.1647267827447677,5.0,2.0,2.0,True,True,True,True,True,3,True,0.1524865382641289,0,1,0,0.20415891310031234
-0.4731970151504509,0.6281626409034299,3.0,2.0,2.0,True,True,True,True,True,1,True,0.48745216486528276,0,1,0,-0.6409286431276408
-1.6438592281180422,1.6973536577286321,3.0,4.0,3.0,True,True,True,True,True,1,True,0.9922711656047869,0,1,0,
-1.4150697116677182,-1.271178237525005,3.0,4.0,3.0,True,True,True,True,True,1,False,,1,0,0,
-1.3219406494394128,-0.4874548661845363,3.0,3.0,2.0,True,True,True,True,False,0,True,-0.6683665058657623,0,1,0,
-0.2965982324731957,-0.7461167405056501,5.0,4.0,3.0,True,True,True,True,False,1,False,-1.3708807259058253,1,0,0,-0.35182704611230964
0.8508383585008649,1.3204147725000004,4.0,1.0,3.0,True,True,True,True,True,1,True,0.8417459509487556,1,0,0,0.6156387031984131
-0.5873205886465133,-1.2631641409915517,4.0,4.0,2.0,True,True,True,True,True,1,True,,0,0,1,-0.8850842311504007
1.084192230911098,-2.7548914888391716,4.0,2.0,3.0,True,True,True,True,True,0,False,,1,0,0,0.7343813609572561
1.3475848013985385,-1.6094283808679999,5.0,1.0,3.0,True,True,True,True,False,1,False,,0,1,0,0.853387055579253
1.4345893150047124,-1.2548736963017724,3.0,3.0,3.0,True,True,True,True,False,1,False,,0,1,0,0.8897780831743599
1.7194307192281415,-0.6184438922830491,4.0,3.0,1.0,True,True,True,True,True,3,False,-0.9634973677296128,0,1,0,1.0004225640013578
0.3403718466465397,-0.23293821420831215,5.0,1.0,1.0,True,True,True,True,False,0,False,-0.2651879257201743,0,1,0,0.2929470729649286
-1.2134068858464133,-0.5435535419187095,5.0,3.0,1.0,True,True,True,True,False,0,False,-0.7842838737091384,0,0,1,
0.24516722337473643,-0.09642222498327988,3.0,3.0,3.0,True,True,True,True,False,3,True,-0.1013930907324762,1,0,0,0.21926983686073323
0.39005206724567165,1.5821164765407,3.0,3.0,1.0,True,True,True,True,True,1,True,0.9486094023832401,0,0,1,0.3293412048911736
1.0113034107364958,1.0435139198613723,4.0,2.0,3.0,True,True,True,True,False,2,False,0.7146708357735838,0,1,0,0.6987829749626515
0.3200599930409964,0.41869073840833987,3.0,4.0,4.0,True,True,True,True,False,1,False,0.3497344310903025,1,0,0,0.2776771848389747
-0.44909327117697884,1.5249124081812229,3.0,4.0,1.0,True,True,True,True,True,3,False,0.9262063722963984,1,0,0,-0.5961897603413174
1.7118762874889397,-1.0260574228638641,3.0,2.0,1.0,True,True,True,True,False,2,True,,0,1,0,0.9976407523300573
1.6896033339268561,1.6901686056641567,4.0,4.0,2.0,True,True,True,True,True,2,True,0.9896038703350812,0,1,0,0.9893937232337807
0.4180134433395815,-0.5977177805586008,4.0,4.0,3.0,True,True,True,True,False,2,True,-0.9106013982653665,0,1,0,0.349256908558354
1.44286631904158,1.4837365328886525,4.0,2.0,3.0,True,True,True,True,True,3,False,0.9097640927810783,1,0,0,0.8931720707790565
0.002590722255385826,-1.587873224674574,4.0,1.0,1.0,True,True,True,True,True,1,True,,1,0,0,0.00258737211941727
0.6567587264354845,1.3643541293558308,4.0,2.0,4.0,True,True,True,True,True,1,True,0.8605048892367574,1,0,0,0.504863119173465
1.6577350193981268,0.4720259325792533,4.0,3.0,3.0,True,True,True,True,False,3,True,0.3866396373928433,0,0,1,0.9774742635976986
1.5153289917847401,-1.3502138102342343,3.0,4.0,3.0,True,True,True,True,False,0,False,,0,1,0,0.9224036068394184
-1.020481256329539,0.3697771147386421,5.0,3.0,2.0,True,True,True,True,True,1,False,0.3146480366327905,1,0,0,
